,sentence_1_re_j,sentence_2_re_j,label,binary-label
1679,적위 오랜만에 보는 얼굴,전 세계라기보다 중국 위주 신문 광고 보고 봤는데 과장 광고였던 듯,0.0,0.0
1680,음식보단 대화가 예상외로 너무 재밌고 웃겼는데요,음식보다는 대 화가의 외로 재미있고 재미있었다,3.4,1.0
1681,아침부터 고생하셨어요,아침부터 수고하셨습니다 하하,4.8,1.0
1682,와 대 박 축하드리고 환영합니다,와 축하하고 환영합니다,3.8,1.0
1683,레인보 합창단을 조사해 주세요,레인보 합창단 관련 건 조사 건의합니다,4.0,1.0
1684,불합리한 공매도 개선해 주세요,사회갈등을 초래하는 댓글난을 삭제해 주세요,0.0,0.0
1685,김보름 메달 연금 못 받게 해주세요,김보름 박지우 선수 감독 코치 등 자격 박탈해 주세요,1.2,0.0
1686,웃음이 날 정도로,그냥 웃음이 나온다,2.6,1.0
1687,국문과 분도 반갑습니다,한국어 학과도 좋아요,1.0,0.0
1688,글로벌 시대에 세계인들 모두가 동참하여 우리 아이들의 정신적 신체적 학대에 대해 쵯한의 인권이라도 보호해 줄 수 있는 세계 통합의 법을 만들고 싶습니다,글로벌 시대에 글로벌 시대에 동참하여 우리 아이들의 정신적 육체적 학대로부터 우리 아이들의 인권까지 지킬 수 있는 세계 통합 법을 만들고 싶습니다,4.0,1.0
1689,오 이탈리아,오 총 한방 맞네,0.0,0.0
1690,사이트 로그인 핸드폰 구입할 때,사이트 로그인 휴대폰 구매 시,4.6,1.0
1691,천사도 이 뿌리만 스토리도 괜찮은,스토리도 좋고 배우도 다 좋은데,1.8,0.0
1692,저만 술에 취한 줄 알았는데 나만 아니었군요,첨에 노래 제목이 변심을 이야기하는 것인 줄 알았는데,0.0,0.0
1693,정 형식 때 메 나라가 혼란스럽네요,정 형식의 정신감정을 요청합니다,1.4,0.0
1694,조두순 출소 반대 무기지 멱,조두순 출소 반대 무기징역 구형,3.0,1.0
1695,이명박 전 대통령 출국금지 청원합니다,이명박 전 대통령 출국금지 청원합니다,5.0,1.0
1696,고양이들 직무가 뭐려나,고양이의 직업은 무엇입니까,3.4,1.0
1697,가상 계좌 부당 수수료 대리운전,가상화 패거리 실명 통장 발급 거부,0.4,0.0
1698,문재인 대통령님 임기 다 안 채우셔도 됩니다,종합부동산세 부과 기준을 변경해야 됩니다,0.0,0.0
1699,위안부 재협상해 주세요,위안부 일본군 성 노예 문제에 관한 재협상,3.6,1.0
1700,당적 변경의 경우 국민소환제 청원,정당 변경 시 국민소환제 신청,3.4,1.0
1701,웃기면서 슬프기도 하면서 좋았네요,웃기기도 하고 재미있게 봤음,2.2,0.0
1702,벼랑 끝에 매달린 개발 기업을 살려주세요,절벽 끝에 매달려 있는 개발사를 살려주세요,4.0,1.0
1703,동물 학대 처벌을 강하게 해주세요,동물보호법에 따른 동물 학대 처벌을 강화해 주세요,3.8,1.0
1704,자동차 사고 났을 때 자기 부담금 너무 크다,국민 혈세 깜깜이 지 출하는 국회의 정기적 외부 회계 감사를 청원합니다,0.0,0.0
1705,무엇을 상상하건 그이 하를 보게 될 것입니다,좋은 영화를 보게 되어 영광입니다,0.0,0.0
1706,주권은 국민에게 있는데 그 권한을 국회가 가지려고 이게 말이 되는가,이게 말이 됩니까,0.6,0.0
1707,글을 쓰고 바로 슬랙을 닫았는데 기록이 없네요,슬랙 메시지를 확인했는데 답변은 생각 중일 때 사용할 이 모지를 추가했습니다,0.6,0.0
1708,새우 완탕면 정말 맛있습니다,쿠지 라 이식 라면 진짜 맛있겠네요,1.4,0.0
1709,이게 무언의 암시였을까요,이것이 무언의 암시였습니까,4.2,1.0
1710,어떻게 하면 더 잘할 수 있을까,도울 수 있는 일이 있을까요,0.0,0.0
1711,귀양 좋아요 좋아요,다 됩니다 다 돼요,0.0,0.0
1712,트럼프 사태를 해 결합 시다,미세먼지 대책을 마련해 주세요,0.0,0.0
1713,쌍무지 개랑 노을이 예뻐요,단풍 예뻐요,1.2,0.0
1714,정부는 웹하드 카르텔과 로비 방관 의혹을 수사하라,공군사관학교 교수 사관 채용 비리 및 업무 처리의 심 관련,0.0,0.0
1715,두 개의 내용이 똑같으면 어쩌자는 건지 실망,두 개의 내용이 같으면 어떻게 해야 할지 답답,3.2,1.0
1716,제주도 이야기가 나온 김에 제주도 워케이션 계획을 말씀드렸는데 좋은 아이디어라고 해주셨습니다,제주도 이야기가 나왔을 때 제주도 휴가 계획을 말씀드렸는데 좋은 아이디어라고 하더군요,3.8,1.0
1717,음 진짜 좋은 영화랄까,와 정말 영상 굿 내용 굿 너무 소중한 영화네요,1.8,0.0
1718,그리고 살면서 꼭 한 번 봐야 할 영화라고 생각되네요,한 번쯤은 꼭 봐야 할 영화네요,3.4,1.0
1719,지하 고속도로 공사 지금이라도 중단해 주세요,세금 더 거두고 북한에 전기 무료 지원을 중단해 주세요,0.2,0.0
1720,돈 내고 보면 후회,공짜로 봤으면 만족했겠지만 돈 주고 보면 증 말 욕 나온다,2.6,1.0
1721,하루 감사하며 살아야겠다,가슴이 아프다,0.0,0.0
1722,저는 이동을 하면서 일을 하는 편인데요,보통 저는 하락 장일 때만 매수를 하는 편이고요,0.0,0.0
1723,한국인으로서 부끄러운 애니,같은 남자로서 수치다,0.0,0.0
1724,오 뭔가 에너지가 느껴집니다 환영합니다,솜뭉치 너무 귀엽고 주니어 너무 축 하 드립니다,0.0,0.0
1725,제발 좀 도와주세요 억울합니다,범죄자가 되었어요 억울합니다 도와주세요,2.6,1.0
1726,보니까 저한테도 권한이 있는 것 같네요,저도 허락을 받은 모양입니다,1.2,0.0
1727,새해를 맞이하여 그동안 오랫동안 인턴으로 멋있게 활약해 주신 님께서 정규직으로 전환이 되셨습니다,업무환경 지원금으로 재구매한 m1 max pro 14인치가 2달 만에 집에 도착하셨습니다,0.0,0.0
1728,면접 때 뵙고 처음으로 이야기를 나누는 거라 일주일 내내 설 렜습니다,인터뷰에서 처음 만나고 처음 이야기를 나눴 기 때문에 일주일 내내 설렜다,3.4,1.0
1729,조곤 이상한 얘기 많이 나눠서 너무 즐거웠습니다,오늘 뵙고 얘기 나눠 너무 즐거웠습니다,3.0,1.0
1730,오늘도 한 번 달려보겠습니다,기회 되면 한국에서 한 번 뵙겠습니다,0.0,0.0
1731,쇼미 더 머니 슈퍼빌 탈락 재심사 부탁드립니다,쇼 미 머니 슈퍼 비 거절을 재검토하십시오,2.2,0.0
1732,로또 당첨금 과세 폐지를 주장합니다,로또 당첨금에 과세는 서민을 차별하는 정책입니다,2.2,0.0
1733,이명박 출국금지 구속 수사,이명박 출국금지 원합니다,2.8,1.0
1734,49인치 끝판왕 맞습니다,원하시는 것이 32인치 듀얼이라면 음,0.2,0.0
1735,이정렬 변호사 라디오 진행,김어준 방송인의 편향적 진행,0.5,0.0
1736,로맨틱보단 코믹이 더 강하고 시간 잘 간다 화장실 유머도 웃 기고,코난이랑 김 전 일이 더 재밌다는 관객 의견에 동의한다,0.0,0.0
1737,건강 좀 챙겨주세요,국민들 정신건강 좀 챙겨주세요,2.4,0.0
1738,개인투자자들은 피눈물 흘리고 있습니다,불법 민주노총 시위 때문에 고통받고 있습니다,0.0,0.0
1739,완전 극 혐 레알,진짜 역겹다,3.8,1.0
1740,안주는 무엇이었나요,요 노란색 친구는 뭔가 오오오 신기,0.0,0.0
1741,일본 전범기가 아무렇게나,일본 전쟁 범죄 깃발,2.0,0.0
1742,윗집이 저희 집을 너무 힘들게 해요,실업급여가 자영업자를 더 힘들게 합니다,0.0,0.0
1743,오오오 동천동에,오오오 안 가 본 곳이네요,0.0,0.0
1744,그전에는 매번 부탁드리는 일로 연락했는데 오늘 못다 한 얘기들을 나눌 수 있어서 너무 좋았습니다,못다 한 얘기 나눌 수 있는 기회가 꼭 다시 오면 좋겠습니다,1.8,0.0
1745,완전 또 울었네 유,정말 재밌어 또 보고 싶어,0.0,0.0
1746,아 스스로 반성하게 되는군요,아 이것이군요,0.0,0.0
1747,종이통장 유로로 바꾸지 말고 폐지시키지 말아줘요,엄마 아빠를 반의 어가 아닌 유의어로 바꿔주세요,0.0,0.0
1748,미세먼지에 직접적인 요인인 중국산 공산품에 미세먼지 관세 만들어 주세요,미세먼지 이름을 대기 중 1군 발암물질로 변경해 주십시오,0.8,0.0
1749,사건 은 폐 축소하는 지방 경찰청 공무원 조직에 대한 사회적 감사 시스템을 만듭시다,사건의 은 폐를 줄이는 지역 경찰서 공무원 조직을 위한 사회 감사 시스템을 만들자,4.0,1.0
1750,진경준 재판 재심해 주세요,순경 시험 영어 폐지해 주세요,0.0,0.0
1751,김영철 방남을 반대합니다,김영철이 방남을 절대 반대합니다,4.2,1.0
1752,인명구조원 폭행 처벌 강화,성범죄 관련 무고 죄 처벌 강화,0.6,0.0
1753,택배사의 횡포 정말 정신 나간 택배 직원이 있네요,포스코에서 억울하게 해고된 직원의 복직을 원합니다,0.0,0.0
1754,다음에 홈 오피스 꾸리는 노하우도 알려달라고 요청드렸습니다,다음에는 홈 오피스를 만드는 노하우도 공유해 달라고 부탁했다,3.6,1.0
1755,기대하고 봤는데 편에 비해 너무 떨어지는 건 사실,오집니다 정망,0.0,0.0
1756,고마워요 척추 요정,척추 요정님 감사합니다,4.0,1.0
1757,북한에 인도적 지원 결사반대합니다,대북 인도적 지원 조직에 반대합니다,3.2,1.0
1758,어렸을 때 보고 참 특이한 영화라고 생각했었는데 그동안 잊고 지내다 우연히 영화 제목이 생각나서 평점 남기고 갑니다,어렸을 때 보고 굉장히 특이한 영화라고 생각했는데 잊고 있다가 우연히 영화 제목이 생각나서 평점을 남겼습니다,4.2,1.0
1759,e 아동 행복 시스템,lh 행복주택 개선해 주세요,0.0,0.0
1760,저번에 말씀하신 전기차 픽업 트립이군요,저번에 말씀드렸던 전기 픽업트럭인데,3.4,1.0
1761,레알 마이클 c 홀 때문에 봤다,콜린 퍼스 때문에 봤는데 진짜 별로,1.0,0.0
1762,로고 송이나 bm 만들어 주세요,운송장 번호가 궁금하신 분들은 저에게 살포시 dm 주세요,0.0,0.0
1763,카카오톡 얄미운 늬에 시 이모티콘 삭제를 청원합니다,노후화된 대전의 프로야구장 이글스 파크 이 전 및 신축을 청원합니다,0.4,0.0
1764,저희도 리더보드 결과 나오기 전에 항상 초긴장 긴장 모드죠,순위표 결과가 나오기 전에 우리는 항상 초시제 모드에 있습니다 헤헤,1.8,0.0
1765,최근에는 bts의 다이너마이트도 리 메이크 했습니다,최근에는 방탄소년단의 다이너마이트도 리메이크됐다,3.4,1.0
1766,남북 경협 하려면 국회 동의 얻어서 하시기 바랍니다,남북경협은 반드시 국회 동의를 얻어주시기 바랍니다,4.2,1.0
1767,누구를 위한 연금입니까,누구를 위한 정규직입니까,0.4,0.0
1768,유치원 어린이집 영어 수업 금지법 철회해 주시 고 유치원 어린이집 영어강사들을 보호해 주세요,유치원과 어린이집에서 영어 수업을 금지하는 법을 철회하고 유치원과 어린이집에서 영어 교사를 보호하십시오,4.4,1.0
1769,연기력도 좋은 것 같음,기분전환용으로는 최고인 것 같네요,0.0,0.0
1770,찐 팬의 마음이 우선입니다,조원선의 목소리가 좋습니다,0.0,0.0
1771,세금은 평등해야 합니다,국민연금 불평등합니다,0.2,0.0
1772,난민 법 및 기타 외국인 정책 개정안 청원합니다,난민 법 및 기타 외교정책 개정을 청원합니다,3.8,1.0
1773,왜 아직껏 속 편이 안 나올 까나,왜 이제서야 봤을까,0.0,0.0
1774,보행자 보호 지하 건널목 만들어 주세요,보행자 도로 자전거 도로에 오토바이 출입 금지 방안,0.4,0.0
1775,브랜딩 디자인은 개발 직군과는 너무나도 다른 분야이기에 정말 쉴 틈 없이 브랜딩 작업에 대해서 궁금했던 점을 많이 물어본 것 같습니다,갑자기 크리티컬 voc에 대해 알아보자 시간이 됐군요,0.0,0.0
1776,세상에 이런 민의 수렴 창구가 있을까 했지만,세상에 이런 일이 어디 있습니까,0.4,0.0
1777,정말 재미있게 봤던 시트 콤 하이킥 보다 더 재미있다,내가 정말 재밌게 봤던 시트 콤 하이킥보다 더 재미있다,3.8,1.0
1778,청소년 소년법 개정해 주세요,청소년 소년법 폐지해 주세요,2.4,0.0
1779,킬링타임으로도 절대 보지 마세요,킬링타임용으로 즐겨라,1.0,0.0
1780,어느 날 시리즈 중에서는 그나마 수작인 것 같은 데,시리즈의 어느 날 나는 그것이 걸작이라고 생각합니다,3.0,1.0
1781,아무것도 자극적이지 못한 영화,아쉬운 점도 있지만 나쁘지 않은 영화,0.2,0.0
1782,님 쌀밥 잘 해 먹을 게요,님 님과 저녁 식사하고 왔어요,0.6,0.0
1783,윌이 죽 다니 아 잭 스패로 매력은 어디까지냐,윌은 죽었다 오 잭 스패로의 매력은 어디까지,4.2,1.0
1784,다른 영화에 밀려 영화관에서 상영이 별로 안 된 것이 너무 아쉽네요,영화관에서 볼 때는 분명 너무 재밌어서 dvd로도 살려고 했었는데,0.4,0.0
1785,대통령님 꼭 보세요,대통령님 꼭 도와주세요,2.6,1.0
1786,강서구 pc방 살인 엄격한 처벌 청원합니다,강서구 pc방 살인사건 가해자 형제의 신상 공개 요청,1.4,0.0
1787,모든 건 별로였다,모든 건 생각에 달렸다,0.6,0.0
1788,한국인 차별 외국계 특혜 정책 폐지하세요,여성 전용칸 폐지 또는 여성 전용이라는 단어 사용 금지법 만들어주시길 바랍니다,0.0,0.0
1789,짐작대로 그만큼 흠흠,그저 그런 공포물 흠흠흠,0.2,0.0
1790,가슴 짠하면서 교감을 느낄 수 있는 영화였어요,정말 잘 만들고 감동 있는 영화입니다,2.0,0.0
1791,업무에 필요한 지원은 언제든지 말하라고 하셔서 너무나 든든합니다,당신이 당신의 일에 필요한 지원에 대해 항상 나에게 말할 수 있다는 것은 매우 든든합니다,2.4,0.0
1792,nf와 nt 유형은 서로 기질이 비슷해서인지 서로 아주 잘 맞으며,nf와 nt 유형은 기질이 비슷하기 때문에 서로 아주 잘 맞습니다,3.6,1.0
1793,정말이지 최진실 연기력은 대단하다 감동,레빗의 연기력도 일품,1.0,0.0
1794,밑에 아부다비 관광청이 만들었다는 말이 딱 맞다,진짜 간신히 봤다는 말이 딱,1.4,0.0
1795,여중생 폭행 살인미수 소년법 폐지해야 합니다,부산 여중생 폭행 사건 가해자들 처벌 강화해 주세요 청소년법 폐지시켜야 합니다,3.0,1.0
1796,코로나 격리로 미뤄졌던 기자님들과의 약속으로 매우 바쁘신 상황이시라고 합니다,주변 확진 케이스 토픽으로 시작해 여행 이야기로 이어졌습니다,0.0,0.0
1797,액션 영화팬으로서 최고입니다,영화 아이언맨의 팬으로서 진짜 기분 더럽습니다,0.4,0.0
1798,배우를 죽이고 살리는 것은 역시 감독과 시나리오,감독을 때려주고 싶은 영화,0.8,0.0
1799,제조업 자영업자들 응 살려주세요,소상공인을 살려주세요 부탁드립니다 너무 힘듭니다,1.2,0.0
1800,지브리 좋아하는 사람은 안 깔아보곤 못 버틸 것 같은 게임,포카라 가는 버스는 다시는 못 탈거 같아요,0.0,0.0
1801,큰 기 대 말고 보시길,기대하지 말고 보세요,3.6,1.0
1802,수시로 집 나가는 엄마 붙잡아 주세요,고3 학생들 붙잡아 두지 말아 주세요,0.0,0.0
